Product Title,URL,Description,Details
EVERYDAY LINEN - AVOCADO,https://www.blackbirdfabrics.com/en-us/collections/fabric/products/everyday-linen-avocado,"Meet our Everyday Linen! Midweight and fully opaque, this transseasonal wardrobe staple and instant Birdie favourite is available in a wide array of vibrant colours. Made from 100% flax fibers, this naturally breathable woven is soft to the touch with a smooth hand that’s super comfy on the skin. Perfect for breezy warm weather makes as well as layering pieces for the cooler months, this weighty linen is super versatile and suitable for a variety of projects to wear all year round!","{'Content': '100% Linen', 'Width': '130cm / 51""', 'Weight': '210gsm / 6oz', 'Opacity': 'Opaque *Please note lighter colours may be less opaque', 'Drape': 'Moderate', 'Country of Origin': 'Jiangsu, China'}"
9.5OZ BRUSHED COTTON CANVAS - CORK,https://www.blackbirdfabrics.com/en-us/collections/fabric/products/9-5oz-brushed-cotton-canvas-cork,"Perfectly structured with a subtle brushed finish on the right side, this midweight cotton canvas offers a bit more heft compared to our 8.5oz Washed Cotton Canvas. At 9.5 ounces, this fabric is super versatile and ideal for projects like workwear-inspired pants, overalls, & jackets, as well as bags & accessories.","{'Content': '100% Cotton', 'Width': '150cm / 59”', 'Weight': '315gsm / 9.5oz', 'Opacity': 'Opaque', 'Drape': 'Structured', 'Country of Origin': 'China'}"
HEMP & ORGANIC COTTON JERSEY - BISQUE,https://www.blackbirdfabrics.com/en-us/collections/fabric/products/hemp-organic-cotton-jersey-bisque,"This easy wearing knit fabric features a subtle slubby texture and soft drape. The sustainable blend of organic cotton and hemp provides natural softness and breathability, while the added spandex gives stretch and recovery to this midweight jersey.","{'Content': '53% Hemp / 44% Organic Cotton / 3% Spandex\nWidth: 152cm / 60”\nWeight:198gsm / 5.8oz\nOpacity: Opaque\n*Please note lighter colours may be less opaque.\nStretch Percentage: 4-way stretch, 70% cross-grain / 50% along grain-line\nDrape: Soft\nCountry of Origin: China'}"
COTTON MODAL JERSEY KNIT - CITRON,https://www.blackbirdfabrics.com/en-us/collections/fabric/products/cotton-modal-jersey-knit-citron,"Made from a blend of cotton and modal fibers, this midweight jersey is naturally soft with a lovely relaxed drape. This knit blend is fully opaque with a healthy dose of stretch which makes it ultra-versatile and comfortable to wear.","{'Content': '57.5% Cotton / 37.5% Modal / 5% Spandex\nWidth: 148cm / 58""\nWeight: 200gsm / 5.9oz\nOpacity: Opaque\nStretch: 4 way stretch, 70% cross-grain / 60% along grain-line\nDrape: Soft\nCountry of Origin: South Korea'}"
WASHED COTTON MUSLIN - NATURAL,https://www.blackbirdfabrics.com/en-us/collections/fabric/products/washed-cotton-muslin-natural,"This plain weave muslin is made from 100% cotton and features an extra wide width. With a soft hand, this muslin is ideal for making toiles for lightweight projects such as tops, blouses, skirts, and dresses.",{}
BAMBOO JERSEY KNIT - RAISIN,https://www.blackbirdfabrics.com/en-us/collections/fabric/products/bamboo-jersey-knit-raisin,"We stock high-quality garment fabrics and supplies curated for sewists, by sewists. Shipping worldwide from our warehouse in East Vancouver, Canada. Learn more about us.

Online only. Curbside pickup available at:
1236 Frances St.
Vancouver, BC
V6A 1Z5",{}
RETRO STRIPE RECYCLED NYLON SWIM TRICOT - TOMATO,https://www.blackbirdfabrics.com/en-us/collections/fabric/products/retro-stripe-recycled-nylon-swim-tricot-tomato,"Make a splash in this year's Blackbird Exclusive Swim collection! Featuring a classic striped print with a smooth matte finish, this recycled nylon blend boasts a 4-way stretch and supportive compression that will hug you in all the right places. This fun printed swim fabric boasts excellent UV protection and is fully opaque to keep you covered in the summer sun.","{'Content': '74% Recycled Nylon / 26% Spandex', 'Width': '150cm / 59”', 'Weight': '200gsm / 5.9oz', 'Opacity': 'Opaque', 'Stretch Percentage': '4-way stretch 50%', 'Drape': 'Fluid', 'Country of Origin': 'Vietnam'}"
GO-TO COTTON LINEN BLEND - TEAK,https://www.blackbirdfabrics.com/en-us/collections/fabric/products/go-to-cotton-linen-blend-teak,"*Please note, our Go-To Cotton Linen Blend is getting an update! This colourway comes from our most recent shipment, which features a slightly softer & softer hand feel than the existing version. If you loved our previous Go-To Cotton Linen Blend, we think you'll love the new quality just as much (if not more)!","{'Content': '55% Linen / 45% Cotton', 'Width': '132cm / 52”', 'Weight': '175gsm / 5.1oz', 'Opacity': 'Opaque', 'Drape': 'Crisp', 'Country of Origin': 'China'}"
UPTOWN COTTON LYOCELL TWILL - PACIFIC BLUE,https://www.blackbirdfabrics.com/en-us/collections/fabric/products/uptown-cotton-lyocell-twill-pacific-blue,"Look effortlessly chic in this timeless lyocell cotton twill. Featuring a soft hand and lived-in feel, the cotton content gives this twill its stability while lyocell adds a more relaxed drape and subtle sheen. This versatile midweight woven is well suited to makes such as trousers, jumpsuits, pinafores, & jackets or trench coats.","{'Content': '54% Cotton / 46% Lyocell', 'Width': '142cm / 56”', 'Weight': '280gsm / 8.2oz', 'Opacity': 'Opaque', 'Drape': 'Softy Structured', 'Country of Origin': 'China'}"
WASHED COTTON POPLIN - DEEP MAUVE,https://www.blackbirdfabrics.com/en-us/collections/fabric/products/washed-cotton-poplin-deep-mauve,Previously called Washed Cotton Shirting.,"{'Content': '100% Cotton', 'Width': '145cm / 57""', 'Weight': '110gsm / 3.2oz', 'Opacity': 'Opaque', 'Drape': 'Crisp', 'Country of origin': 'China'}"
DEADSTOCK GRADIENT PLAID COTTON MODAL SHIRTING - MIDNIGHT BLUE/CRANBERRY,https://www.blackbirdfabrics.com/en-us/collections/fabric/products/deadstock-gradient-plaid-cotton-modal-shirting-midnight-blue-cranberry,"Made in Japan from a blend of cotton and modal, this eye-catching deadstock shirting features a colourful yarn-dyed plaid on a breathable base. Lightweight with a soft hand, this versatile shirting offers a more relaxed drape compared to traditional cotton shirtings. This timeless plaid is the perfect pair for billowy blouses, gathered dresses & skirts, and relaxed loungewear makes.","{'Content': '50% Cotton / 50% Modal', 'Width': '112cm / 45”', 'Weight': '97gsm / 2.8oz', 'Opacity': 'Opaque *Please note lighter colours may be less opaque', 'Drape': 'Soft', 'Country of Origin': 'Japan'}"
LIVED IN COTTON TWILL - SOOT,https://www.blackbirdfabrics.com/en-us/collections/fabric/products/lived-in-cotton-twill-soot,"Your new go to has entered the chat… Introducing our Lived In Cotton Twills! Available in a range of earthy hues, this stable mid-weight twill has a more relaxed drape than other bottomweights in our collection with a soft, lived in feel and washed finish. It's the perfect fabric for making a wide range of makes such as effortless pleated trousers, cozy quilted vests, and transitional jumpsuits.","{'Content': '100% Cotton', 'Width': '149cm / 58”', 'Weight': '293-306gsm / 8.6-9.0oz', 'Opacity': 'Opaque', 'Drape': 'Softly Structured', 'Country of Origin': 'China'}"
8.5OZ WASHED COTTON CANVAS - OCEAN,https://www.blackbirdfabrics.com/en-us/collections/fabric/products/8-5oz-washed-cotton-canvas-ocean,"Midweight with a crisp drape, this cotton canvas is super versatile and a breeze to sew. Thanks to its washed finish, this cotton canvas is soft and relaxed with a perfectly lived-in feel. At 8.5 ounces, this fabric is ideal for projects that require more heft than linen but less structure than a classic rigid canvas. Perfect for light jackets, pants, or chore coats, this versatile canvas also works well sewn up into bags and accessories.","{'Content': '100% Cotton', 'Width': '', 'Weight': '285gsm / 8.5oz', 'Opacity': 'Opaque', 'Drape': 'Structured', 'Country of Origin': 'China'}"
FINE COTTON CORDUROY - PICKLE,https://www.blackbirdfabrics.com/en-us/collections/fabric/products/fine-cotton-corduroy-pickle,"This classic 12-wale corduroy is crafted from 100% cotton with a velvety soft, brushed right side. Non-stretch with a crisp, structured drape, this corduroy is super versatile and can be used for all sorts of garments. Treated with a washed finish for a soft hand straight off the bolt, this fine corduroy boasts a subtle lustrous look and napped hand. Ideal for button-up overshirts, lightweight chore jackets, pinafore dresses, overalls, jumpsuits, & workwear-inspired pants, this cozy yet breathable corduroy will take you through the changing seasons.","{'Content': '100% Cotton', 'Width': '150cm / 59”', 'Weight': '300gsm / 9oz', 'Opacity': 'Opaque', 'Drape': 'Structured', 'Country of Origin': 'China'}"
TRICOT FUSIBLE INTERFACING - BLACK,https://www.blackbirdfabrics.com/en-us/collections/fabric/products/tricot-fusible-interfacing-black,"We stock high-quality garment fabrics and supplies curated for sewists, by sewists. Shipping worldwide from our warehouse in East Vancouver, Canada. Learn more about us.

Online only. Curbside pickup available at:
1236 Frances St.
Vancouver, BC
V6A 1Z5",{}
DANDELION BURST COTTON EYELET - CHILI PEPPER,https://www.blackbirdfabrics.com/en-us/collections/fabric/products/dandelion-burst-cotton-eyelet-chili-pepper,"Featuring a playful floral motif, our Dandelion Burst Cotton Eyelet is decorated with delicate embroidery and boasts a soft hand in a range of Blackbird Exclusive hues. Lightweight and naturally breathable, this breezy cotton is perfect for keeping cool on warmer days. We love this playful cotton eyelet for putting a fresh & trendy spin on classic styles like airy blouses, button-ups, and gathered dresses or skirts.","{'Content': '100% Cotton', 'Weight': '106gsm / 3.1oz', 'Opacity': 'Semi-Opaque', 'Drape': 'Soft', 'Country of Origin': 'India'}"
6.5OZ LAUNDERED LINEN TWILL - CAPPUCCINO,https://www.blackbirdfabrics.com/en-us/collections/fabric/products/6-5oz-laundered-linen-twill-cappuccino,"Featuring a gorgeously soft hand, this luxe laundered linen has a brushed, flannel-like feel that is incredibly comfortable against the skin. This unique linen is naturally breathable and boasts a relaxed drape with a cool nubbly texture and lived-in feel. At 6.5 ounces, this midweight twill is perfect for a range of projects from classic button-ups to relaxed-fit pants and lightweight jackets.","{'Content': '100% Linen', 'Width': '', 'Weight': '', 'Opacity': '', 'Drape': '', 'Country of Origin': 'China'}"
LINEN COTTON CHAMBRAY DENIM - OVERCAST,https://www.blackbirdfabrics.com/en-us/collections/fabric/products/linen-cotton-chambray-denim-overcast,"Woven from a breezy blend of linen and cotton, this lightweight yarn-dyed woven features a denim-like look that we can't get enough of. With a relaxed, washed finish and soft hand, this versatile blend is perfect for everything from gathered dresses and skirts to relaxed button-ups and tops.","{'Content': '80% Linen / 20% Cotton', 'Width': '138cm / 54”', 'Weight': '145gsm / 4.5oz', 'Opacity': 'Opaque', 'Drape': 'Soft', 'Country of Origin': 'China'}"
WILDFLOWER CRINKLE COTTON - BISCUIT/CREME,https://www.blackbirdfabrics.com/en-us/collections/fabric/products/wildflower-crinkle-cotton-biscuit-creme,"This luxe crinkle cotton features a delicate linework floral motif and a unique puckered texture similar to a classic seersucker. Feathery light with a crisp hand, this crinkle cotton has a soft, voluminous drape that is perfect for billowy blouses, statement sleeves and gathered dresses.","{'Content': '100% Cotton', 'Width': '114cm / 45”', 'Weight': '81gsm / 2.4oz', 'Opacity': 'Semi-Opaque', 'Drape': 'Soft', 'Country of Origin': 'Japan'}"
WASHED LINEN - NAVY,https://www.blackbirdfabrics.com/en-us/collections/fabric/products/washed-linen-navy,"Featuring a fine slubby texture and antique finish, our washed linen boasts a rustic, lived-in feel ideal for a variety of makes. Made from 100% linen, this fabric is lightweight and breathable with a soft hand and billowy, relaxed drape.","{'Content': '100% Linen\nWidth: 137cm / 54""\nWeight: 165gsm / 4.8oz\nOpacity: Opaque\nDrape: Moderate\nCountry of Origin: China'}"
CRISP COTTON CHINO TWILL - BLACK,https://www.blackbirdfabrics.com/en-us/collections/fabric/products/crisp-cotton-chino-twill-black,"Classically crisp with a fine twill weave, this 100% cotton chino twill is a dream to work with for sewists of all levels. With a smooth, structured hand and a versatile medium weight, this beginner-friendly fabric is the perfect choice for a wide variety of projects. We’re loving it for crisp trousers & wide leg pants, bright & bold boilersuits, light jackets, and quilted makes of all sorts!","{'Content': '100% Cotton', 'Width': '150cm / 59”', 'Weight': '280gsm / 8.3oz', 'Opacity': 'Opaque', 'Drape': 'Structured', 'Country of Origin': 'China'}"
CASCADING VINES COTTON EYELET - CABERNET,https://www.blackbirdfabrics.com/en-us/collections/fabric/products/cascading-vines-cotton-eyelet-cabernet,"Featuring a captivating floral motif, our Cascading Vines Cotton Eyelet is decorated with delicate embroidery and boasts a soft hand in a range of Blackbird Exclusive hues. Lightweight and naturally breathable, this breezy cotton is perfect for keeping cool on warmer days. We love this playful cotton eyelet for putting a fresh & trendy spin on classic styles like airy blouses, button-ups, and gathered dresses or skirts.","{'Content': '100% Cotton', 'Width': '137cm / 54”', 'Weight': '110gsm / 3.2oz', 'Opacity': 'Semi-Opaque', 'Drape': 'Soft', 'Country of Origin': 'India'}"
7OZ SOFTENED ORGANIC COTTON - CAPER,https://www.blackbirdfabrics.com/en-us/collections/fabric/products/7oz-softened-organic-cotton-caper,"If you love our 4.5oz Sandwashed Cotton or our 8.5oz Washed Cotton Canvas, this midweight cotton is just the thing to add to your collection! This 100% organic cotton has a soft, lived-in feel and fine canvas-like weave, with a crisp yet relaxed drape that is perfect for makes like lightweight pants & jumpsuits, or quilted into cozy vests & jackets. We recommend this stable, easy-to-sew fabric for everyone from beginner sewists to seasoned experts.","{'Content': '100% Organic Cotton', 'Width': '145cm / 57”', 'Weight': '240gsm / 7oz', 'Opacity': 'Opaque', 'Drape': 'Crisp', 'Country of Origin': 'China'}"
SOPHIE ORGANIC COTTON SATEEN - TULIP/BUTTERCUP/MULTI,https://www.blackbirdfabrics.com/en-us/collections/fabric/products/sophie-organic-cotton-sateen-tulip-buttercup-multi,"Add a bit of whimsy to your wardrobe with these playful prints by Australian-based designer, Ellie Whittaker! We are so thrilled to be one of the first North American stockists to carry these striking prints. Featured on a silky smooth organic cotton sateen, this lightweight woven is the perfect blend of fun and comfort with a lovely soft drape. These vibrant designs are ideal for statement blouses, billowy dresses & skirts, and luxe loungewear.","{'Content': '100% Organic Cotton', 'Width': '145cm / 57”', 'Weight': '115gsm / 3.3oz', 'Opacity': 'Opaque *Please note lighter colours may be less opaque', 'Drape': 'Soft', 'Country of Origin': 'South Korea'}"
GO-TO COTTON LINEN BLEND - MIDNIGHT BLUE,https://www.blackbirdfabrics.com/en-us/collections/fabric/products/go-to-cotton-linen-blend-midnight-blue,"A new wardrobe staple has just entered the chat, introducing our Go-To Cotton Linen Blend! This rustic blend of cotton & linen creates the perfect lightweight, breathable fabric with a crisp drape and stable weave, making it a great choice for sewists of any level. Sew up a variety of makes to wear year-round with this versatile basic, including breezy button ups, gathered skirts & dresses, and relaxed fit pants.","{'Content': '55% Linen / 45% Cotton', 'Width': '132cm / 52”', 'Weight': '175gsm / 5.1oz', 'Opacity': 'Opaque', 'Drape': 'Crisp', 'Country of Origin': 'China'}"
WASHED LINEN - OCEAN,https://www.blackbirdfabrics.com/en-us/collections/fabric/products/washed-linen-ocean,"Featuring a fine slubby texture and antique finish, our washed linen boasts a rustic, lived-in feel ideal for a variety of makes. Made from 100% linen, this fabric is lightweight and breathable with a soft hand and billowy, relaxed drape.","{'Content': '100% Linen\nWidth: 137cm / 54""\nWeight: 165gsm / 4.8oz\nOpacity: Opaque\nDrape: Moderate\nCountry of Origin: China'}"
VISCOSE LINEN NOIL - COBALT,https://www.blackbirdfabrics.com/en-us/collections/fabric/products/viscose-linen-noil-cobalt-blue,"A perennial Blackbird favourite, our Viscose Linen Noil is a me-made wardrobe staple! Crafted from a delicious blend of viscose & linen, this midweight fabric boasts a fluid drape and uniquely slubby texture. Naturally breathable and opaque with an airy weave, this fabric is perfect to wear all year round, layered up during cooler months and on its own when it’s warm out. Soft to the touch with a rustic lived-in feel, we love this versatile blend for all sorts of breezy tops & shirts, flowy dresses and comfy loungewear makes!","{'Content': '75% Viscose / 25% Linen\nWidth: 130cm / 51""\nWeight: 230gsm / 6.8oz\nOpacity: Opaque\nDrape: Fluid\nCountry of Origin: China'}"
DEADSTOCK BUFFALO CHECK RECYCLED COTTON BLEND FLANNEL - BLACK,https://www.blackbirdfabrics.com/en-us/collections/fabric/products/deadstock-buffalo-check-recycled-cotton-blend-flannel-black,"Made from a blend of recycled cotton from post-consumer waste and nylon, this deadstock cotton flannel is the perfect feel-good option for cozy makes. With a soft brushed texture and a thick, substantial hand, this flannel features a classic twill weave and can be used for shirts, light jackets, loungewear, and accessories.","{'Content': '80% Recycled Cotton / 20% Nylon', 'Width': '149cm / 59”', 'Weight': '388gsm / 11.4oz', 'Opacity': 'Opaque', 'Drape': 'Softly structured', 'Country of Origin': 'Unknown'}"
VISCOSE LINEN NOIL - RED CLAY,https://www.blackbirdfabrics.com/en-us/collections/fabric/products/viscose-linen-noil-red-clay,"A perennial Blackbird favourite, our Viscose Linen Noil is a me-made wardrobe staple! Crafted from a delicious blend of viscose & linen, this midweight fabric boasts a fluid drape and uniquely slubby texture. Naturally breathable and opaque with an airy weave, this fabric is perfect to wear all year round, layered up during cooler months and on its own when it’s warm out. Soft to the touch with a rustic lived-in feel, we love this versatile blend for all sorts of breezy tops & shirts, flowy dresses and comfy loungewear makes!","{'Content': '75% Viscose / 25% Linen', 'Width': '130cm / 51""', 'Weight': 'Medium weight, 230gsm', 'Opacity': 'Semi-opaque', 'Drape': 'Moderate', 'Country of Origin': 'China'}"
HEMP & ORGANIC COTTON CHAMBRAY - THISTLE,https://www.blackbirdfabrics.com/en-us/collections/fabric/products/hemp-organic-cotton-chambray-thistle,"Made from a blend of hemp and organic cotton yarns, this lightweight shirting boasts a beautiful heathered look thanks to its yarn-dyed weave. This fabric has a gorgeous slubby texture and a moderate drape that makes it well suited to a variety of makes.
 
Gütermann Thread Match: Lt. Lilac #909
 
Content: 55% Hemp / 45% Organic Cotton
Width: 140cm / 55”
Weight: 129gsm / 3.8oz
Opacity: Opaque *Please note lighter colours are less opaque
Drape: Moderate
Country of Origin: China","{'Content': '55% Hemp / 45% Organic Cotton', 'Width': '140cm / 55”', 'Weight': '129gsm / 3.8oz', 'Opacity': 'Opaque', 'Drape': 'Moderate', 'Country of Origin': 'China'}"
WASHED LINEN - EMERALD,https://www.blackbirdfabrics.com/en-us/collections/fabric/products/washed-linen-emerald,"Featuring a fine slubby texture and antique finish, our washed linen boasts a rustic, lived-in feel ideal for a variety of makes. Made from 100% linen, this fabric is lightweight and breathable with a soft hand and billowy, relaxed drape.","{'Content': '100% Linen\nWidth: 137cm / 54""\nWeight: 165gsm / 4.8oz\nOpacity: Opaque\nDrape: Moderate\nCountry of Origin: China'}"
OLIVE GARDEN LINEN VISCOSE BLEND - CERULEAN/MULTI,https://www.blackbirdfabrics.com/en-us/collections/fabric/products/olive-garden-linen-viscose-blend-cerulean-multi,"Get ready for a summer getaway in our newest Blackbird Exclusive collection! Boasting designs inspired by a sunny Mediterranean vacation, this midweight linen viscose blend boasts a linen-like look with a touch more drape that will soften beautifully with wash and wear. Naturally breathable, this breezy woven is perfect to wear all year round, layered up during cooler months and on its own for warmer days. We love this versatile beginner-friendly blend for a wide range of projects from relaxed button-ups & matching sets, to dreamy dresses & skirts.","{'Content': '50% Linen / 50% Viscose', 'Width': '132cm / 52”', 'Weight': '195gsm / 5.7oz', 'Opacity': 'Opaque', 'Drape': 'Soft', 'Country of Origin': 'China'}"
PICNIC GINGHAM WASHED LINEN - NAVY/BLUESTONE,https://www.blackbirdfabrics.com/en-us/collections/fabric/products/picnic-gingham-washed-linen-navy-bluestone,"Boasting a beautifully rustic look and subtle slub, this breathable lightweight linen is the definition of versatility. Treated with a washed finish to give it a comfortable, soft hand and voluminous, relaxed drape, this easy-wearing linen can be sewn up into casual button-ups, gathered dresses, airy skirts, comfy loungewear sets, and breezy robes! It is also well suited to soft home goods such as tablecloths and napkins. The gingham measures 4mm x 4mm.","{'Content': '100% Linen', 'Width': '138cm / 54”', 'Weight': '145gsm / 4.2oz', 'Opacity': 'Opaque', 'Drape': 'Soft', 'Country of Origin': 'China'}"
HEMP & ORGANIC COTTON JERSEY - PETAL,https://www.blackbirdfabrics.com/en-us/collections/fabric/products/hemp-organic-cotton-jersey-petal,"This easy wearing knit fabric features a subtle slubby texture and soft drape. The sustainable blend of organic cotton and hemp provides natural softness and breathability, while the added spandex gives stretch and recovery to this midweight jersey.","{'Content': '53% Hemp / 44% Organic Cotton / 3% Spandex\nWidth: 152cm / 60”\nWeight:198gsm / 5.8oz\nOpacity: Opaque *Please note lighter colours may be less opaque.\nStretch Percentage: 4-way stretch, 70% cross-grain / 50% along grain-line\nDrape: Soft\nCountry of Origin: China'}"
COTTON MODAL JERSEY KNIT - DEEP ROSEWOOD,https://www.blackbirdfabrics.com/en-us/collections/fabric/products/cotton-modal-jersey-knit-deep-rosewood,"Made from a blend of cotton and modal fibers, this midweight jersey is naturally soft with a lovely relaxed drape. This knit blend is fully opaque with a healthy dose of stretch which makes it ultra-versatile and comfortable to wear.","{'Content': '57.5% Cotton / 37.5% Modal / 5% Spandex\nWidth: 148cm / 58""\nWeight: 200gsm / 5.9oz\nOpacity: Opaque\nStretch: 4 way stretch, 70% cross-grain / 60% along grain-line\nDrape: Soft\nCountry of Origin: South Korea'}"
VISCOSE LINEN NOIL - RED,https://www.blackbirdfabrics.com/en-us/collections/fabric/products/viscose-linen-noil-red,"A perennial Blackbird favourite, our Viscose Linen Noil is a me-made wardrobe staple! Crafted from a delicious blend of viscose & linen, this midweight fabric boasts a fluid drape and uniquely slubby texture. Naturally breathable and opaque with an airy weave, this fabric is perfect to wear all year round, layered up during cooler months and on its own when it’s warm out. Soft to the touch with a rustic lived-in feel, we love this versatile blend for all sorts of breezy tops & shirts, flowy dresses and comfy loungewear makes!","{'Content': '75% Viscose / 25% Linen\nWidth: 130cm / 51""\nWeight: 230gsm / 6.8oz\nOpacity: Opaque\nDrape: Fluid\nCountry of Origin: China'}"
GINGHAM PRINTED COTTON TWILL - STRAWBERRY,https://www.blackbirdfabrics.com/en-us/collections/fabric/products/gingham-printed-cotton-twill-strawberry,"Our beloved Blackbird Exclusive Printed Cotton Twill is back! Our latest exclusive print collection boasts a lively mix of graphic and playful designs printed on our fan-favourite midweight cotton twill. Made from 100% cotton, this stable fabric is super versatile with a slightly structured, crisp drape that lends itself well to many different garment projects. More substantial than a shirting fabric but softer than a heavyweight denim or canvas, we love this easy to sew cotton twill for lightweight jackets, pants & structured skirts, pinafore dresses, and jumpsuits & overalls, as well as bags and accessories. The gingham squares measure 1cm by 1cm.","{'Content': '100% Cotton', 'Width': '150cm / 59”', 'Weight': '280gsm / 8.5oz', 'Opacity': 'Opaque', 'Drape': 'Crisp', 'Country of Origin': 'China'}"
MEDIUM WEIGHT BAMBOO RIB KNIT - BLACK,https://www.blackbirdfabrics.com/en-us/collections/fabric/products/medium-weight-bamboo-rib-knit-black,"Our medium weight bamboo rib is naturally soft with a beautifully fluid drape. Made from a blend of bamboo and spandex, this fabric has a good measure of stretch and recovery for comfort and longevity. This buttery rib knit is ideal for fitted tops and dresses and the medium weight means it is opaque and versatile for all seasons.","{'Content': '89.5% Rayon from Bamboo / 10.5% Spandex\nWidth: 125cm / 49""\nWeight: 332gsm / 9.8oz\nOpacity: Opaque\nDrape: Fluid\nStretch Percentage: 4-way stretch, 70% cross-grain / 70% along grain-line\nCountry of Origin: China'}"
EVERYDAY LINEN - KALE,https://www.blackbirdfabrics.com/en-us/collections/fabric/products/everyday-linen-kale,"Meet our Everyday Linen! Midweight and fully opaque, this transseasonal wardrobe staple and instant Birdie favourite is available in a wide array of vibrant colours. Made from 100% flax fibers, this naturally breathable woven is soft to the touch with a smooth hand that’s super comfy on the skin. Perfect for breezy warm weather makes as well as layering pieces for the cooler months, this weighty linen is super versatile and suitable for a variety of projects to wear all year round!","{'Content': '100% Linen', 'Width': '130cm / 51""', 'Weight': '210gsm / 6oz', 'Opacity': 'Opaque *Please note lighter colours may be less opaque', 'Drape': 'Moderate', 'Country of Origin': 'Jiangsu, China'}"
RIPPLE SATIN - BLACK,https://www.blackbirdfabrics.com/en-us/collections/fabric/products/ripple-satin-black,"Perfectly puckered with a radiant sheen, our Ripple Satin features a unique textured weave that creates a plisse-like look. This midweight woven offers a pinch of stretch along the cross-grain, giving it a crinkled look that becomes more pronounced after washing. This charming fabric sews up beautifully into simple statement dresses & skirts, jumpsuits, and swishy elastic-waist pants.

Please note that the rippled texture of this fabric will become more pronounced upon washing. We recommend pre-washing your fabric to avoid shrinkage in your finished garment. The width listed below is after washing.","{'Content': '56% Viscose / 41% Rayon / 3% Spandex', 'Width': '', 'Weight': '', 'Opacity': 'Opaque', 'Stretch Percentage': '2-way stretch, 15% cross-grain', 'Drape': 'Fluid', 'Country of Origin': 'China'}"
UPTOWN COTTON LYOCELL TWILL - KALE,https://www.blackbirdfabrics.com/en-us/collections/fabric/products/uptown-cotton-lyocell-twill-kale,"Look effortlessly chic in this timeless lyocell cotton twill. Featuring a soft hand and lived-in feel, the cotton content gives this twill its stability while lyocell adds a more relaxed drape and subtle sheen. This versatile midweight woven is well suited to makes such as trousers, jumpsuits, pinafores, & jackets or trench coats.","{'Content': '54% Cotton / 46% Lyocell', 'Width': '142cm / 56”', 'Weight': '280gsm / 8.2oz', 'Opacity': 'Opaque', 'Drape': 'Softy Structured', 'Country of Origin': 'China'}"
GO-TO COTTON LINEN BLEND - BLACK,https://www.blackbirdfabrics.com/en-us/collections/fabric/products/go-to-cotton-linen-blend-black-1,"A new wardrobe staple has just entered the chat, introducing our Go-To Cotton Linen Blend! This rustic blend of cotton & linen creates the perfect lightweight, breathable fabric with a crisp drape and stable weave, making it a great choice for sewists of any level. Sew up a variety of makes to wear year-round with this versatile basic, including breezy button ups, gathered skirts & dresses, and relaxed fit pants.","{'Content': '55% Linen / 45% Cotton', 'Width': '132cm / 52”', 'Weight': '175gsm / 5.1oz', 'Opacity': 'Opaque', 'Drape': 'Crisp', 'Country of Origin': 'China'}"
LIVED IN COTTON TWILL - OCEAN MIST,https://www.blackbirdfabrics.com/en-us/collections/fabric/products/lived-in-cotton-twill-ocean-mist,"Your new go to has entered the chat… Introducing our Lived In Cotton Twills! Available in a range of earthy hues, this stable mid-weight twill has a more relaxed drape than other bottomweights in our collection with a soft, lived in feel and washed finish. It's the perfect fabric for making a wide range of makes such as effortless pleated trousers, cozy quilted vests, and transitional jumpsuits.","{'Content': '100% Cotton', 'Width': '149cm / 58”', 'Weight': '293-306gsm / 8.6-9.0oz', 'Opacity': 'Opaque', 'Drape': 'Softly Structured', 'Country of Origin': 'China'}"
BAMBOO JERSEY KNIT - HEATHER LIGHT GREY,https://www.blackbirdfabrics.com/en-us/collections/fabric/products/bamboo-jersey-knit-heather-light-grey,"We stock high-quality garment fabrics and supplies curated for sewists, by sewists. Shipping worldwide from our warehouse in East Vancouver, Canada. Learn more about us.

Online only. Curbside pickup available at:
1236 Frances St.
Vancouver, BC
V6A 1Z5",{}
DEADSTOCK FIND YOUR STRIPES VISCOSE MESH - BLACK/WHITE,https://www.blackbirdfabrics.com/en-us/collections/fabric/products/deadstock-find-your-stripes-viscose-mesh-black-white,"Cool to the touch with a slinky drape and subtle sheen, this funky deadstock viscose mesh will have you turning heads. Semi-opaque with a healthy 4-way stretch, we love this zebra print knit for adding a bit of edge to trendy body hugging tops and dresses.","{'Content': 'Viscose / Spandex *Exact content cannot be guaranteed', 'Width': '132cm / 52”', 'Weight': '243gsm / 7.1oz', 'Opacity': 'Semi-Opaque', 'Stretch Percentage': '4-way stretch, 75% cross-grain / 50% along grain-line', 'Drape': 'Fluid', 'Country of Origin': 'Europe *Exact country unknown'}"
WASHED COTTON POPLIN - FIG,https://www.blackbirdfabrics.com/en-us/collections/fabric/products/washed-cotton-poplin-fig,Previously called Washed Cotton Shirting.,"{'Content': '100% Cotton', 'Width': '145cm / 57""', 'Weight': '110gsm / 3.2oz', 'Opacity': 'Opaque', 'Drape': 'Crisp', 'Country of origin': 'China'}"
